mean_utility,oracle_regret,mean_quality,normalized_cost,method,K,utility_ci_low,utility_ci_high,recovered_gap_vs_learned,recovered_gap_vs_oracle,selected_model_entropy,rate_log2K,empirical_H_Z,sensitivity,variant
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,embedding_backbone,configured
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,kNN,,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,0.0,,embedding_backbone,configured
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,d2_embedding_centroid,16,0.650263824333099,0.6815671385751562,0.9988619614330999,0.9706144772286326,2.3157717134481937,4.0,3.8053689292420416,embedding_backbone,configured
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,embedding_backbone,hashing_64
0.6500067091113351,0.026082262717383342,0.7610204382780019,0.2569940717333766,kNN,,0.6324037533807342,0.6672931486367271,1.0,0.9243143597674717,2.208742682547773,0.0,,embedding_backbone,hashing_64
0.6043471034732655,0.07174186835545318,0.7188126711815986,0.2649849936531086,d2_embedding_centroid,16,0.5835345203171699,0.6254475585307404,0.8566556168826854,0.7918190880601279,2.2854292967405545,4.0,3.4498661637730184,embedding_backbone,hashing_64
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,embedding_backbone,hashing_256
0.653468837834028,0.022620133994690584,0.7638536972090278,0.25553825352455034,kNN,,0.6362510134912777,0.6701334895271845,1.0,0.9343607821880923,2.234183334286812,0.0,,embedding_backbone,hashing_256
0.6306383174047968,0.04545065442392167,0.7407325674047969,0.2548654999189759,d2_embedding_centroid,16,0.6124283914115866,0.6495940012773078,0.9290962126392118,0.868111063969568,2.1446516311597814,4.0,2.78189747881961,embedding_backbone,hashing_256
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,semantic_embedding_cluster,16,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,4.0,3.7224842443123496,clustering_algorithm,kmeans
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,semantic_embedding_cluster,16,0.650263824333099,0.6815671385751562,0.9988619614330999,0.9706144772286326,2.3157717134481937,4.0,3.4965924733833846,clustering_algorithm,agglomerative
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,clustering_algorithm,d2_reference
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,kNN,,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,0.0,,clustering_algorithm,d2_reference
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,d2_embedding_centroid,16,0.650263824333099,0.6815671385751562,0.9988619614330999,0.9706144772286326,2.3157717134481937,4.0,3.8053689292420416,clustering_algorithm,d2_reference
0.6578162110588742,0.018272760769844274,0.7671005756422076,0.25299063495921786,logistic_embedding_router,,0.6388744592188258,0.675498504809371,0.9745355529875775,0.9469760115268007,2.282477263311114,0.0,,label_noise,noise_0
0.6592619135851614,0.016827058243557274,0.7694871219184947,0.2551686652622482,logistic_embedding_router,,0.6413770389230083,0.6756432981548268,0.97885278982199,0.951171158338772,2.295197432085667,0.0,,label_noise,noise_0.1
0.6598035648603757,0.0162854069683428,0.7697309815270424,0.2544792848268784,logistic_embedding_router,,0.642606237439137,0.6762652039643539,0.9804702988144984,0.9527429247147022,2.294551724493989,0.0,,label_noise,noise_0.2
0.2597612096232929,0.41632776220542567,0.5925893346232929,0.7704889807162535,best_single,,0.24495212409571593,0.2746298301953233,-0.21415830558455964,-0.20810197989809945,0.0,0.0,,cost_misestimation,cost_multiplier_0.5
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,kNN,,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,0.0,,cost_misestimation,cost_multiplier_0.5
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,d2_embedding_centroid,16,0.650263824333099,0.6815671385751562,0.9988619614330999,0.9706144772286326,2.3157717134481937,4.0,3.643135168852712,cost_misestimation,cost_multiplier_0.5
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,cost_misestimation,cost_multiplier_1
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,kNN,,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,0.0,,cost_misestimation,cost_multiplier_1
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,d2_embedding_centroid,16,0.650263824333099,0.6815671385751562,0.9988619614330999,0.9706144772286326,2.3157717134481937,4.0,3.8053689292420416,cost_misestimation,cost_multiplier_1
0.23274606476465326,0.44334290706406526,0.25232418976465326,0.04532288121860315,best_single,,0.20388730964675722,0.257810624117813,-0.29483242515619507,-0.286494662187811,0.0,0.0,,cost_misestimation,cost_multiplier_2
0.6626471106355415,0.013441861193176939,0.7669993918855416,0.24157298249878464,kNN,,0.6445067009905117,0.6787732732641373,0.9889618524624063,0.9609943400484064,2.2672571390148044,0.0,,cost_misestimation,cost_multiplier_2
0.6560124212822684,0.02007655054645007,0.7535711660739353,0.22584611151623188,d2_embedding_centroid,16,0.637372944482931,0.6733264052995156,0.9691489762032798,0.9417417653432322,2.2153936918813217,4.0,3.7519051098411724,cost_misestimation,cost_multiplier_2
0.5050437895053476,0.20997612259567558,0.5925893346232929,0.7704889807162535,best_single,,0.48950449914996413,0.5197065605085553,0.0,0.0,0.0,0.0,,price_ratio,price_ratio_exponent_0
0.6906885584861567,0.024331353614866467,0.7782341036041018,0.7704889807162519,kNN,,0.6757631408955256,0.705939751327127,1.0,0.8841232359466019,2.298456782772656,0.0,,price_ratio,price_ratio_exponent_0
0.6909772944105976,0.024042617690425514,0.7785228395285428,0.7704889807162519,d2_embedding_centroid,16,0.6756867461706825,0.7057017538156817,1.0015553140873619,0.8854983252704337,2.3119630468159187,4.0,3.6529335053993996,price_ratio,price_ratio_exponent_0
0.42189188404564476,0.27915600610853547,0.5925893346232929,0.7704889807162535,best_single,,0.4065762367015377,0.4367066912477045,0.0,0.0,0.0,0.0,,price_ratio,price_ratio_exponent_0.5
0.685527590597845,0.015520299556335148,0.7785228395285428,0.4197591371024842,kNN,,0.6711457985689658,0.7004521405127884,1.0,0.9444027740162574,2.3119630468159187,0.0,,price_ratio,price_ratio_exponent_0.5
0.685527590597845,0.015520299556335148,0.7785228395285428,0.4197591371024842,d2_embedding_centroid,16,0.6711457985689658,0.7004521405127884,1.0,0.9444027740162574,2.3119630468159187,4.0,3.648247093849114,price_ratio,price_ratio_exponent_0.5
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,price_ratio,price_ratio_exponent_1
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,kNN,,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,0.0,,price_ratio,price_ratio_exponent_1
0.6659623358822467,0.010126635946471889,0.77854074734058,0.26061627302436124,d2_embedding_centroid,16,0.650263824333099,0.6815671385751562,0.9988619614330999,0.9706144772286326,2.3157717134481937,4.0,3.8053689292420416,price_ratio,price_ratio_exponent_1
0.285170236769341,0.3432001766609786,0.3738313480170265,0.053987549686865595,best_single,,0.25892818325053574,0.31104790985785064,0.0,0.0,0.0,0.0,,price_ratio,price_ratio_exponent_2
0.6174403967659158,0.01093001666440371,0.737025379275599,0.07281772238347634,kNN,,0.5981791177568645,0.6354383299579738,1.0,0.9681526484900366,2.1495769727558827,0.0,,price_ratio,price_ratio_exponent_2
0.6180214602029112,0.010348953227408388,0.7369426676270832,0.07241353626505716,d2_embedding_centroid,16,0.597838891414636,0.6363885893142784,1.0017487680416484,0.9698457229011531,2.149480397995422,4.0,3.71748599193526,price_ratio,price_ratio_exponent_2
0.33147587696354675,0.3446130948651717,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool,full
0.6663434280702095,0.009745543758509088,0.7785228395285428,0.2596925977691352,kNN,,0.650657553484612,0.6817511781054671,1.0,0.971720332443194,2.3119630468159187,0.0,,model_pool,full
0.5644099824311322,0.11167898939758633,0.6660573470144655,0.23531116647761033,d2_embedding_centroid,6,0.543263981768087,0.5890476799124942,0.6956007074970089,0.6759293507367145,1.9164823428703508,2.584962500721156,2.4726223704531023,model_pool,full
0.33147587696354675,0.2946183059139315,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool,top_4
0.6139343558545945,0.012159827022883816,0.7393784391879279,0.2903999891967807,kNN,,0.595781456188501,0.6335701736124792,1.0,0.9587268449420924,1.850695505297982,0.0,,model_pool,top_4
0.5496272073513756,0.0764669755261027,0.6420560823513756,0.21397058823529413,d2_embedding_centroid,4,0.5211829932361576,0.5771716054989063,0.7723306138456406,0.7404540926644204,1.4977469343473702,2.0,1.9394617368387974,model_pool,top_4
0.2857297855170265,0.2935220358174115,0.3738313480170265,0.20395296548371414,best_single,,0.2594920516728737,0.3116069615762016,0.0,0.0,0.0,0.0,,model_pool,drop_dominant
0.5646376105437405,0.014614210790697366,0.7253522876270738,0.3720505523145897,kNN,,0.5451710480028796,0.5871682451147218,1.0,0.9502108564012945,2.0718136757477117,0.0,,model_pool,drop_dominant
0.4601417781107148,0.11911004322372308,0.6107000385273815,0.3485386957813429,d2_embedding_centroid,5,0.4380312788055507,0.4855175897948583,0.6253391871561259,0.5942040845689118,1.9157461294132252,2.321928094887362,2.215746129413225,model_pool,drop_dominant
0.2597612096232929,0.1137537673404237,0.5925893346232929,0.7704889807162535,best_single,,0.24495212409571593,0.2746298301953233,0.0,0.0,0.0,0.0,,model_pool_composition,cheap_vs_frontier
0.35868139699608237,0.014833579967634155,0.6308521886627491,0.6300687354831741,kNN,,0.33548643542017126,0.3809583694745606,1.0,0.869599220188966,0.7616862285633619,0.0,,model_pool_composition,cheap_vs_frontier
0.30553618861507087,0.06797878834864572,0.4675759802817376,0.37511816021174316,d2_embedding_centroid,2,0.27962961756192045,0.3282387647403354,0.4627465859852338,0.4024040703178656,0.9871377743721863,1.0,0.9871377743721863,model_pool_composition,cheap_vs_frontier
0.33147587696354675,0.22881818562345346,0.4881008769635468,0.7704889807162535,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_composition,math_code_reasoner
0.5325251244620114,0.02776893812498894,0.6536711713370114,0.5959565470041323,kNN,,0.5105976624642294,0.552897399211866,1.0,0.87864190929874,1.4380618682929165,0.0,,model_pool_composition,math_code_reasoner
0.46932781568307874,0.0909662469039216,0.578175774016412,0.5354582759412305,d2_embedding_centroid,3,0.44098505008278394,0.4956512190419063,0.685662545046754,0.6024518477145132,1.56349779440227,1.584962500721156,1.5634977944022705,model_pool_composition,math_code_reasoner
0.33147587696354675,0.17931682535516144,0.4881008769635468,0.7704889807162535,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_auto,complementary_size_2
0.490414260600923,0.020378441717785266,0.6200719064342562,0.6378278523875115,kNN,,0.4663041601581052,0.512400704978677,1.0,0.8863551053983757,0.9788445633787968,0.0,,model_pool_auto,complementary_size_2
0.3791097591169746,0.1316829432017337,0.4979154362003079,0.5844435118227732,d2_embedding_centroid,2,0.351131258895292,0.4065188901202071,0.2997003056360903,0.26564089599000223,0.9846039962086801,1.0,0.9846039962086801,model_pool_auto,complementary_size_2
0.2597612096232929,0.06274643340500591,0.5925893346232929,0.7704889807162535,best_single,,0.24495212409571593,0.2746298301953233,0.0,0.0,0.0,0.0,,model_pool_auto,dominated_size_2
0.286917784895141,0.035589858133157806,0.536510769270141,0.5778016630205802,kNN,,0.2698959516755961,0.3075934494468824,1.0,0.4327987074032094,0.907525068754045,0.0,,model_pool_auto,dominated_size_2
0.26287359465036164,0.05963404837793715,0.4454408134003617,0.4226386525684654,d2_embedding_centroid,2,0.24730256707379963,0.28223231787118797,0.1146088929076115,0.049602580707327114,0.9894420448898769,1.0,0.9894420448898769,model_pool_auto,dominated_size_2
0.33147587696354675,0.27236583330043573,0.4881008769635468,0.7704889807162535,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_auto,complementary_size_3
0.5916466421164434,0.01219506814753913,0.6946365483664434,0.506640625,kNN,,0.5699391691693693,0.6136408783009958,1.0,0.9552254113529455,1.5584237215415515,0.0,,model_pool_auto,complementary_size_3
0.5544313991310212,0.04941031113296128,0.6386083678810213,0.41409370695592285,d2_embedding_centroid,3,0.5271619921317575,0.5808509066801566,0.8569583982137595,0.8185884384460997,1.5642752467494139,1.584962500721156,1.564275246749414,model_pool_auto,complementary_size_3
0.33147587696354675,0.1168865824732681,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_auto,dominated_size_3
0.40328308030951293,0.04507937912730202,0.582110111559513,0.41398020985253603,kNN,,0.38256233388915484,0.4236548671932032,0.990057238708866,0.6143323025325715,1.5759486093621593,0.0,,model_pool_auto,dominated_size_3
0.3732873910326551,0.07507506840415985,0.563551000407655,0.4404556088964512,d2_embedding_centroid,3,0.3521891062806958,0.39396310094320114,0.576485230403055,0.3577101253573789,1.5628259459053377,1.584962500721156,1.5628259459053377,model_pool_auto,dominated_size_3
0.33147587696354675,0.31667723463065306,0.4881008769635468,0.7704889807162535,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_auto,complementary_size_4
0.6332139651205305,0.014939146473669366,0.7282892411621973,0.46770600177915517,kNN,,0.6112096538141119,0.6521985586420473,1.0,0.9528253223156592,1.916651800106408,0.0,,model_pool_auto,complementary_size_4
0.5581762881407865,0.08997682345341351,0.6524768610574531,0.4638949867998164,d2_embedding_centroid,4,0.5341272294459319,0.5871590780650806,0.7513151971033084,0.7158721448406128,1.9404200050279703,2.0,1.9404200050279703,model_pool_auto,complementary_size_4
0.33147587696354675,0.17288623562853397,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_auto,dominated_size_4
0.45378636089591423,0.0505757516961665,0.593099886937581,0.3225074103332793,kNN,,0.4329990598957948,0.4753380827845665,1.0,0.7074622423682453,1.9618229370197393,0.0,,model_pool_auto,dominated_size_4
0.40640420221521756,0.09795791037686322,0.5028998949235509,0.22338517190622806,d2_embedding_centroid,4,0.38243284614749007,0.42989560354799317,0.6126075446901429,0.4333967072581935,1.5625562902277408,2.0,1.9414856353409413,model_pool_auto,dominated_size_4
0.33147587696354675,0.3350031108968414,0.4881008769635468,0.3625830497488252,best_single,,0.3107564266478084,0.3551441653082996,0.0,0.0,0.0,0.0,,model_pool_auto,complementary_size_5
0.6549229312732485,0.011556056587139707,0.7693260093982486,0.26484033179387456,kNN,,0.6381803881030269,0.6726148445805953,1.0,0.9655046290280622,2.1551838850092198,0.0,,model_pool_auto,complementary_size_5
0.5631192259918303,0.10335976186855798,0.664666111408497,0.2350785596607789,d2_embedding_centroid,5,0.5424578150839144,0.5884776147700289,0.716170841384396,0.6914662625315564,1.9157461294132252,2.321928094887362,2.2157461294132252,model_pool_auto,complementary_size_5
