true_label,predicted_label,true_model,predicted_model,count,mean_true_label_utility,mean_predicted_label_utility,mean_regret,predictor
6,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,0.0,0.0,0.0,mlp_label_predictor
6,13,MiniCPM4.1-8B,MiniCPM4.1-8B,5,0.4,0.4,0.0,mlp_label_predictor
6,14,MiniCPM4.1-8B,Qwen3-8B,14,0.21428571428571427,0.0,0.21428571428571427,mlp_label_predictor
6,15,MiniCPM4.1-8B,Qwen3-8B,1,0.0,0.0,0.0,mlp_label_predictor
7,1,Qwen3-8B,Intern-S1-mini,3,1.0,0.6666666666666666,0.3333333333333333,mlp_label_predictor
7,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,5,1.0,0.8,0.2,mlp_label_predictor
7,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,mlp_label_predictor
7,4,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
7,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
7,6,Qwen3-8B,MiniCPM4.1-8B,6,1.0,0.3333333333333333,0.6666666666666666,mlp_label_predictor
7,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,3,1.0,0.3333333333333333,0.6666666666666666,mlp_label_predictor
7,9,Qwen3-8B,Llama-3.1-8B-Instruct,3,1.0,1.0,0.0,mlp_label_predictor
7,10,Qwen3-8B,MiniCPM4.1-8B,3,1.0,0.3333333333333333,0.6666666666666666,mlp_label_predictor
7,13,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
7,14,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,0,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,1,1.0,0.0,1.0,mlp_label_predictor
8,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,15,1.0,0.8,0.2,mlp_label_predictor
8,2,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
8,3,Qwen2.5-Coder-7B-Instruct,DeepSeek-R1-Distill-Qwen-7B,5,1.0,1.0,0.0,mlp_label_predictor
8,4,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
8,5,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
8,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,10,1.0,0.8,0.2,mlp_label_predictor
8,7,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,8,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,4,1.0,1.0,0.0,mlp_label_predictor
8,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
8,10,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,11,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
8,13,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,5,1.0,1.0,0.0,mlp_label_predictor
8,14,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,8,1.0,0.875,0.125,mlp_label_predictor
8,15,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,2,1.0,0.5,0.5,mlp_label_predictor
9,1,Llama-3.1-8B-Instruct,Intern-S1-mini,3,1.0,1.0,0.0,mlp_label_predictor
9,4,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
9,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,4,1.0,0.0,1.0,mlp_label_predictor
9,7,Llama-3.1-8B-Instruct,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
9,8,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,5,1.0,1.0,0.0,mlp_label_predictor
9,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,5,1.0,1.0,0.0,mlp_label_predictor
9,10,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
9,11,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
9,13,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,2,1.0,0.0,1.0,mlp_label_predictor
10,1,MiniCPM4.1-8B,Intern-S1-mini,4,1.0,0.0,1.0,mlp_label_predictor
10,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
10,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,4,1.0,1.0,0.0,mlp_label_predictor
10,4,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
10,5,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,mlp_label_predictor
10,6,MiniCPM4.1-8B,MiniCPM4.1-8B,8,1.0,1.0,0.0,mlp_label_predictor
10,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,8,1.0,1.0,0.0,mlp_label_predictor
10,10,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
10,12,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
10,13,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
10,14,MiniCPM4.1-8B,Qwen3-8B,4,1.0,0.75,0.25,mlp_label_predictor
11,1,MiniCPM4.1-8B,Intern-S1-mini,5,1.0,1.0,0.0,mlp_label_predictor
11,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,2,1.0,1.0,0.0,mlp_label_predictor
11,6,MiniCPM4.1-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,mlp_label_predictor
11,7,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,mlp_label_predictor
11,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
11,13,MiniCPM4.1-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,mlp_label_predictor
11,15,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,mlp_label_predictor
12,1,Llama-3.1-8B-Instruct,Intern-S1-mini,3,1.0,0.0,1.0,mlp_label_predictor
12,2,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
12,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
12,7,Llama-3.1-8B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,mlp_label_predictor
12,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
12,13,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,mlp_label_predictor
12,14,Llama-3.1-8B-Instruct,Qwen3-8B,3,1.0,0.0,1.0,mlp_label_predictor
13,0,MiniCPM4.1-8B,Intern-S1-mini,1,1.0,1.0,0.0,mlp_label_predictor
13,1,MiniCPM4.1-8B,Intern-S1-mini,11,1.0,0.8181818181818182,0.18181818181818182,mlp_label_predictor
13,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
13,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,2,1.0,0.0,1.0,mlp_label_predictor
13,4,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,mlp_label_predictor
13,5,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
13,6,MiniCPM4.1-8B,MiniCPM4.1-8B,8,1.0,1.0,0.0,mlp_label_predictor
13,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.5,0.5,mlp_label_predictor
13,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,2,1.0,1.0,0.0,mlp_label_predictor
13,10,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
13,11,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
13,13,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
13,14,MiniCPM4.1-8B,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
13,15,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
14,1,Qwen3-8B,Intern-S1-mini,5,1.0,0.6,0.4,mlp_label_predictor
14,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
14,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,mlp_label_predictor
14,4,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,mlp_label_predictor
14,6,Qwen3-8B,MiniCPM4.1-8B,9,1.0,0.2222222222222222,0.7777777777777778,mlp_label_predictor
14,9,Qwen3-8B,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
14,10,Qwen3-8B,MiniCPM4.1-8B,2,1.0,0.0,1.0,mlp_label_predictor
14,11,Qwen3-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
14,13,Qwen3-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,mlp_label_predictor
14,14,Qwen3-8B,Qwen3-8B,5,1.0,1.0,0.0,mlp_label_predictor
14,15,Qwen3-8B,Qwen3-8B,3,1.0,1.0,0.0,mlp_label_predictor
15,1,Qwen3-8B,Intern-S1-mini,6,1.0,1.0,0.0,mlp_label_predictor
15,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,mlp_label_predictor
15,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,2,1.0,0.0,1.0,mlp_label_predictor
15,6,Qwen3-8B,MiniCPM4.1-8B,7,1.0,1.0,0.0,mlp_label_predictor
15,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,mlp_label_predictor
15,9,Qwen3-8B,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,mlp_label_predictor
15,13,Qwen3-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,mlp_label_predictor
15,14,Qwen3-8B,Qwen3-8B,5,1.0,1.0,0.0,mlp_label_predictor
0,1,Intern-S1-mini,Intern-S1-mini,4,1.0,1.0,0.0,knn_label_predictor
0,3,Intern-S1-mini,DeepSeek-R1-Distill-Qwen-7B,4,1.0,0.0,1.0,knn_label_predictor
0,6,Intern-S1-mini,MiniCPM4.1-8B,5,1.0,0.4,0.6,knn_label_predictor
0,8,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
0,9,Intern-S1-mini,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
1,0,Intern-S1-mini,Intern-S1-mini,2,1.0,1.0,0.0,knn_label_predictor
1,1,Intern-S1-mini,Intern-S1-mini,61,1.0,1.0,0.0,knn_label_predictor
1,3,Intern-S1-mini,DeepSeek-R1-Distill-Qwen-7B,7,1.0,1.0,0.0,knn_label_predictor
1,4,Intern-S1-mini,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
1,5,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,knn_label_predictor
1,6,Intern-S1-mini,MiniCPM4.1-8B,12,1.0,1.0,0.0,knn_label_predictor
1,7,Intern-S1-mini,Qwen3-8B,2,1.0,1.0,0.0,knn_label_predictor
1,8,Intern-S1-mini,Qwen2.5-Coder-7B-Instruct,7,1.0,1.0,0.0,knn_label_predictor
1,9,Intern-S1-mini,Llama-3.1-8B-Instruct,16,1.0,1.0,0.0,knn_label_predictor
1,10,Intern-S1-mini,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
1,11,Intern-S1-mini,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
1,15,Intern-S1-mini,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
2,0,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,1,1.0,0.0,1.0,knn_label_predictor
2,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,6,1.0,0.0,1.0,knn_label_predictor
2,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,knn_label_predictor
2,7,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,3,1.0,0.0,1.0,knn_label_predictor
2,8,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,knn_label_predictor
2,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,knn_label_predictor
2,10,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,3,1.0,0.0,1.0,knn_label_predictor
3,1,DeepSeek-R1-Distill-Qwen-7B,Intern-S1-mini,12,1.0,0.9166666666666666,0.08333333333333333,knn_label_predictor
3,2,DeepSeek-R1-Distill-Qwen-7B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.0,1.0,knn_label_predictor
3,3,DeepSeek-R1-Distill-Qwen-7B,DeepSeek-R1-Distill-Qwen-7B,14,1.0,1.0,0.0,knn_label_predictor
3,4,DeepSeek-R1-Distill-Qwen-7B,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
3,6,DeepSeek-R1-Distill-Qwen-7B,MiniCPM4.1-8B,7,1.0,0.7142857142857143,0.2857142857142857,knn_label_predictor
3,8,DeepSeek-R1-Distill-Qwen-7B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.0,1.0,knn_label_predictor
3,9,DeepSeek-R1-Distill-Qwen-7B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
3,14,DeepSeek-R1-Distill-Qwen-7B,Qwen3-8B,1,1.0,0.0,1.0,knn_label_predictor
4,1,Qwen3-8B,Intern-S1-mini,6,1.0,0.0,1.0,knn_label_predictor
4,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
4,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,1.0,0.0,knn_label_predictor
4,6,Qwen3-8B,MiniCPM4.1-8B,4,1.0,0.25,0.75,knn_label_predictor
4,7,Qwen3-8B,Qwen3-8B,2,1.0,1.0,0.0,knn_label_predictor
4,9,Qwen3-8B,Llama-3.1-8B-Instruct,2,1.0,0.0,1.0,knn_label_predictor
4,15,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
5,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,9,1.0,0.3333333333333333,0.6666666666666666,knn_label_predictor
5,2,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,4,1.0,1.0,0.0,knn_label_predictor
5,3,Qwen2.5-Coder-7B-Instruct,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,knn_label_predictor
5,4,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,knn_label_predictor
5,5,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
5,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,3,1.0,0.3333333333333333,0.6666666666666666,knn_label_predictor
5,7,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,0.0,1.0,knn_label_predictor
5,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
5,10,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,knn_label_predictor
5,12,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
5,13,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
6,0,MiniCPM4.1-8B,Intern-S1-mini,3,0.0,0.0,0.0,knn_label_predictor
6,1,MiniCPM4.1-8B,Intern-S1-mini,17,0.35294117647058826,0.0,0.35294117647058826,knn_label_predictor
6,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,4,0.0,0.0,0.0,knn_label_predictor
6,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,14,0.21428571428571427,0.07142857142857142,0.14285714285714285,knn_label_predictor
6,4,MiniCPM4.1-8B,Qwen3-8B,2,0.0,0.0,0.0,knn_label_predictor
6,5,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,0.0,0.0,0.0,knn_label_predictor
6,6,MiniCPM4.1-8B,MiniCPM4.1-8B,24,0.16666666666666666,0.16666666666666666,0.0,knn_label_predictor
6,7,MiniCPM4.1-8B,Qwen3-8B,3,0.0,0.0,0.0,knn_label_predictor
6,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,0.0,0.0,0.0,knn_label_predictor
6,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,6,0.0,0.0,0.0,knn_label_predictor
6,10,MiniCPM4.1-8B,MiniCPM4.1-8B,2,0.5,0.5,0.0,knn_label_predictor
7,0,Qwen3-8B,Intern-S1-mini,1,1.0,0.0,1.0,knn_label_predictor
7,1,Qwen3-8B,Intern-S1-mini,6,1.0,0.8333333333333334,0.16666666666666666,knn_label_predictor
7,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
7,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,0.0,1.0,knn_label_predictor
7,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,knn_label_predictor
7,6,Qwen3-8B,MiniCPM4.1-8B,6,1.0,0.3333333333333333,0.6666666666666666,knn_label_predictor
7,7,Qwen3-8B,Qwen3-8B,3,1.0,1.0,0.0,knn_label_predictor
7,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,3,1.0,0.3333333333333333,0.6666666666666666,knn_label_predictor
7,9,Qwen3-8B,Llama-3.1-8B-Instruct,4,1.0,1.0,0.0,knn_label_predictor
7,10,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,knn_label_predictor
8,1,Qwen2.5-Coder-7B-Instruct,Intern-S1-mini,24,1.0,0.9583333333333334,0.041666666666666664,knn_label_predictor
8,3,Qwen2.5-Coder-7B-Instruct,DeepSeek-R1-Distill-Qwen-7B,14,1.0,1.0,0.0,knn_label_predictor
8,4,Qwen2.5-Coder-7B-Instruct,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
8,6,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,10,1.0,0.9,0.1,knn_label_predictor
8,8,Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder-7B-Instruct,3,1.0,1.0,0.0,knn_label_predictor
8,9,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,6,1.0,0.0,1.0,knn_label_predictor
8,11,Qwen2.5-Coder-7B-Instruct,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
8,12,Qwen2.5-Coder-7B-Instruct,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
9,1,Llama-3.1-8B-Instruct,Intern-S1-mini,7,1.0,0.8571428571428571,0.14285714285714285,knn_label_predictor
9,5,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
9,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,2,1.0,0.0,1.0,knn_label_predictor
9,7,Llama-3.1-8B-Instruct,Qwen3-8B,2,1.0,1.0,0.0,knn_label_predictor
9,8,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,knn_label_predictor
9,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,10,1.0,1.0,0.0,knn_label_predictor
9,13,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,1,1.0,0.0,1.0,knn_label_predictor
10,1,MiniCPM4.1-8B,Intern-S1-mini,12,1.0,0.0,1.0,knn_label_predictor
10,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,1,1.0,1.0,0.0,knn_label_predictor
10,4,MiniCPM4.1-8B,Qwen3-8B,2,1.0,1.0,0.0,knn_label_predictor
10,6,MiniCPM4.1-8B,MiniCPM4.1-8B,5,1.0,1.0,0.0,knn_label_predictor
10,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,1.0,0.0,knn_label_predictor
10,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,11,1.0,0.9090909090909091,0.09090909090909091,knn_label_predictor
10,10,MiniCPM4.1-8B,MiniCPM4.1-8B,2,1.0,1.0,0.0,knn_label_predictor
10,14,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
11,1,MiniCPM4.1-8B,Intern-S1-mini,6,1.0,1.0,0.0,knn_label_predictor
11,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
11,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,4,1.0,1.0,0.0,knn_label_predictor
11,5,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
11,6,MiniCPM4.1-8B,MiniCPM4.1-8B,3,1.0,1.0,0.0,knn_label_predictor
11,7,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
11,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.0,1.0,knn_label_predictor
12,1,Llama-3.1-8B-Instruct,Intern-S1-mini,2,1.0,0.0,1.0,knn_label_predictor
12,2,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
12,5,Llama-3.1-8B-Instruct,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
12,6,Llama-3.1-8B-Instruct,MiniCPM4.1-8B,4,1.0,0.0,1.0,knn_label_predictor
12,9,Llama-3.1-8B-Instruct,Llama-3.1-8B-Instruct,3,1.0,1.0,0.0,knn_label_predictor
13,0,MiniCPM4.1-8B,Intern-S1-mini,1,1.0,1.0,0.0,knn_label_predictor
13,1,MiniCPM4.1-8B,Intern-S1-mini,10,1.0,1.0,0.0,knn_label_predictor
13,2,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,2,1.0,0.5,0.5,knn_label_predictor
13,3,MiniCPM4.1-8B,DeepSeek-R1-Distill-Qwen-7B,8,1.0,0.0,1.0,knn_label_predictor
13,6,MiniCPM4.1-8B,MiniCPM4.1-8B,11,1.0,1.0,0.0,knn_label_predictor
13,7,MiniCPM4.1-8B,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
13,8,MiniCPM4.1-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
13,9,MiniCPM4.1-8B,Llama-3.1-8B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
13,10,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
13,13,MiniCPM4.1-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
13,14,MiniCPM4.1-8B,Qwen3-8B,2,1.0,0.5,0.5,knn_label_predictor
14,1,Qwen3-8B,Intern-S1-mini,9,1.0,0.4444444444444444,0.5555555555555556,knn_label_predictor
14,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,4,1.0,0.0,1.0,knn_label_predictor
14,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
14,6,Qwen3-8B,MiniCPM4.1-8B,11,1.0,0.2727272727272727,0.7272727272727273,knn_label_predictor
14,7,Qwen3-8B,Qwen3-8B,2,1.0,1.0,0.0,knn_label_predictor
14,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
14,9,Qwen3-8B,Llama-3.1-8B-Instruct,4,1.0,0.0,1.0,knn_label_predictor
14,10,Qwen3-8B,MiniCPM4.1-8B,1,1.0,0.0,1.0,knn_label_predictor
15,1,Qwen3-8B,Intern-S1-mini,8,1.0,1.0,0.0,knn_label_predictor
15,2,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
15,3,Qwen3-8B,DeepSeek-R1-Distill-Qwen-7B,3,1.0,0.0,1.0,knn_label_predictor
15,5,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,1.0,0.0,knn_label_predictor
15,6,Qwen3-8B,MiniCPM4.1-8B,7,1.0,1.0,0.0,knn_label_predictor
15,7,Qwen3-8B,Qwen3-8B,1,1.0,1.0,0.0,knn_label_predictor
15,8,Qwen3-8B,Qwen2.5-Coder-7B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
15,9,Qwen3-8B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
15,11,Qwen3-8B,MiniCPM4.1-8B,1,1.0,1.0,0.0,knn_label_predictor
15,12,Qwen3-8B,Llama-3.1-8B-Instruct,1,1.0,0.0,1.0,knn_label_predictor
