method,split,state_method,predictor,k,policy_kind,n_queries,mean_quality,mean_utility,oracle_mean_utility,utility_gap_to_oracle,oracle_utility_ratio,remote_cost_total_usd,frontier_call_rate,mean_latency_s,confidence_threshold,active_probe_rate,selected_models_json
relative_kmeans_k16_diagnostic_true_state,test,relative_kmeans,oracle_state,16,diagnostic_true_state,170,0.7529411764705882,0.7294568665959476,0.7316353287183842,0.002178462122436664,0.9970224754916459,0.0822585,0.17647058823529413,1.755976474986357,,0.0,"{""gemini-3.5-flash"": 20, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 17, ""qwen3-4b-local"": 20, ""qwen3-8b-local"": 23}"
relative_kmeans_k4_diagnostic_true_state,test,relative_kmeans,oracle_state,4,diagnostic_true_state,170,0.711764705882353,0.6716142543275583,0.7316353287183842,0.060021074390825935,0.9179631272098824,0.140635,0.15294117647058825,1.670730032640345,,0.0,"{""gpt-5.5"": 26, ""qwen3-14b-awq-local"": 87, ""qwen3-4b-local"": 57}"
relative_kmeans_k8_diagnostic_true_state,test,relative_kmeans,oracle_state,8,diagnostic_true_state,170,0.6764705882352942,0.6537108621843537,0.7316353287183842,0.07792446653403051,0.8934927504518789,0.0797205,0.21764705882352942,1.573710194756003,,0.0,"{""gemini-3.5-flash"": 27, ""gpt-5.5"": 10, ""qwen3-14b-awq-local"": 88, ""qwen3-32b-awq-local"": 25, ""qwen3-4b-local"": 20}"
relative_kmeans_k2_text_cnn_active_state_reveal,test,relative_kmeans,text_cnn,2,diagnostic_active_state_reveal,170,0.6176470588235294,0.6028132177661126,0.7316353287183842,0.12882211095227158,0.8239257921320844,0.0519585,0.6470588235294118,3.119500599187963,0.93,0.21764705882352942,"{""gemini-3.5-flash"": 110, ""qwen3-32b-awq-local"": 60}"
relative_kmeans_k2_text_cnn_lowconf_fallback,test,relative_kmeans,text_cnn,2,low_confidence_fallback,170,0.611764705882353,0.6002951263609814,0.7316353287183842,0.13134020235740285,0.8204840619335957,0.0401745,0.5294117647058824,2.565773545994478,0.93,0.21764705882352942,"{""gemini-3.5-flash"": 90, ""qwen3-32b-awq-local"": 80}"
relative_kmeans_k2_diagnostic_true_state,test,relative_kmeans,oracle_state,2,diagnostic_true_state,170,0.611764705882353,0.5996668967691562,0.7316353287183842,0.13196843194922803,0.8196253970124721,0.042374999999999996,0.5647058823529412,2.882667098325842,,0.0,"{""gemini-3.5-flash"": 96, ""qwen3-32b-awq-local"": 74}"
relative_kmeans_k2_text_cnn_plain,test,relative_kmeans,text_cnn,2,plain_predicted_state,170,0.6,0.5855648513420305,0.7316353287183842,0.1460704773763537,0.8003507052724923,0.050561999999999996,0.6352941176470588,3.0307205354466156,0.93,0.0,"{""gemini-3.5-flash"": 108, ""qwen3-32b-awq-local"": 62}"
relative_kmeans_k8_text_cnn_active_state_reveal,test,relative_kmeans,text_cnn,8,diagnostic_active_state_reveal,170,0.5823529411764706,0.5644603171848052,0.7316353287183842,0.16717501153357905,0.7715050039663587,0.06267249999999999,0.22941176470588234,1.5213336383595186,0.56,0.25882352941176473,"{""gemini-3.5-flash"": 32, ""gpt-5.5"": 7, ""qwen3-14b-awq-local"": 76, ""qwen3-32b-awq-local"": 34, ""qwen3-4b-local"": 21}"
relative_kmeans_k4_text_cnn_active_state_reveal,test,relative_kmeans,text_cnn,4,diagnostic_active_state_reveal,170,0.5882352941176471,0.5593732761282989,0.7316353287183842,0.1722620525900853,0.7645520304605313,0.10109500000000002,0.1,1.3214965048958274,0.72,0.24705882352941178,"{""gpt-5.5"": 17, ""qwen3-14b-awq-local"": 98, ""qwen3-4b-local"": 55}"
relative_kmeans_k16_text_cnn_active_state_reveal,test,relative_kmeans,text_cnn,16,diagnostic_active_state_reveal,170,0.5647058823529412,0.5540755125044484,0.7316353287183842,0.1775598162139358,0.7573110411098247,0.037235000000000004,0.047058823529411764,1.1784933454850142,0.47000000000000003,0.24705882352941178,"{""gemini-3.5-flash"": 3, ""gpt-5.5"": 5, ""qwen3-14b-awq-local"": 87, ""qwen3-32b-awq-local"": 36, ""qwen3-4b-local"": 14, ""qwen3-8b-local"": 25}"
relative_kmeans_k4_text_cnn_lowconf_fallback,test,relative_kmeans,text_cnn,4,low_confidence_fallback,170,0.5352941176470588,0.5236873582488991,0.7316353287183842,0.2079479704694851,0.7157764772871883,0.040655000000000004,0.041176470588235294,1.249277938113493,0.72,0.24705882352941178,"{""gpt-5.5"": 7, ""qwen3-14b-awq-local"": 74, ""qwen3-32b-awq-local"": 42, ""qwen3-4b-local"": 47}"
relative_kmeans_k8_text_cnn_lowconf_fallback,test,relative_kmeans,text_cnn,8,low_confidence_fallback,170,0.5294117647058824,0.5230779371169544,0.7316353287183842,0.20855739160142983,0.7149435197904361,0.0221855,0.16470588235294117,1.4148389718111825,0.56,0.25882352941176473,"{""gemini-3.5-flash"": 26, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 57, ""qwen3-32b-awq-local"": 66, ""qwen3-4b-local"": 19}"
relative_kmeans_k8_text_cnn_plain,test,relative_kmeans,text_cnn,8,plain_predicted_state,170,0.5352941176470588,0.5188489483386715,0.7316353287183842,0.21278638037971276,0.7091633331150731,0.0576025,0.2,1.2898879289627074,0.56,0.0,"{""gemini-3.5-flash"": 28, ""gpt-5.5"": 6, ""qwen3-14b-awq-local"": 87, ""qwen3-32b-awq-local"": 29, ""qwen3-4b-local"": 20}"
relative_kmeans_k16_text_cnn_lowconf_fallback,test,relative_kmeans,text_cnn,16,low_confidence_fallback,170,0.5058823529411764,0.5010662115645376,0.7316353287183842,0.23056911715384665,0.6848578682528388,0.016869500000000003,0.01764705882352941,1.0378427295123829,0.47000000000000003,0.24705882352941178,"{""gemini-3.5-flash"": 1, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 68, ""qwen3-32b-awq-local"": 72, ""qwen3-4b-local"": 7, ""qwen3-8b-local"": 20}"
relative_kmeans_k4_text_cnn_plain,test,relative_kmeans,text_cnn,4,plain_predicted_state,170,0.5352941176470588,0.4913251835698097,0.7316353287183842,0.24031014514857452,0.6715438201029341,0.15401,0.10588235294117647,1.4209520199719596,0.72,0.0,"{""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 98, ""qwen3-4b-local"": 54}"
relative_kmeans_k16_text_cnn_plain,test,relative_kmeans,text_cnn,16,plain_predicted_state,170,0.48823529411764705,0.4822276434469922,0.7316353287183842,0.249407685271392,0.6591092919087397,0.021043,0.03529411764705882,0.9293733723023359,0.47000000000000003,0.0,"{""gemini-3.5-flash"": 3, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 87, ""qwen3-32b-awq-local"": 40, ""qwen3-4b-local"": 13, ""qwen3-8b-local"": 24}"
relative_kmeans_k16_diagnostic_true_state,val,relative_kmeans,oracle_state,16,diagnostic_true_state,152,0.8289473684210527,0.7828105486478716,0.7838220990400472,0.0010115503921755975,0.99870946431159,0.1444925,0.17763157894736842,2.1095535112054726,,0.0,"{""gemini-3.5-flash"": 9, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 58, ""qwen3-32b-awq-local"": 21, ""qwen3-4b-local"": 26, ""qwen3-8b-local"": 20}"
relative_kmeans_k4_diagnostic_true_state,val,relative_kmeans,oracle_state,4,diagnostic_true_state,152,0.75,0.6920513816527795,0.7838220990400472,0.09177071738726772,0.882918946149056,0.181485,0.18421052631578946,2.260655232165989,,0.0,"{""gpt-5.5"": 28, ""qwen3-14b-awq-local"": 67, ""qwen3-4b-local"": 57}"
relative_kmeans_k8_diagnostic_true_state,val,relative_kmeans,oracle_state,8,diagnostic_true_state,152,0.7105263157894737,0.6640063329889534,0.7838220990400472,0.11981576605109379,0.8471390814346355,0.1456925,0.28289473684210525,1.851715403167825,,0.0,"{""gemini-3.5-flash"": 25, ""gpt-5.5"": 18, ""qwen3-14b-awq-local"": 77, ""qwen3-32b-awq-local"": 22, ""qwen3-4b-local"": 10}"
relative_kmeans_k16_text_cnn_active_state_reveal,val,relative_kmeans,text_cnn,16,diagnostic_active_state_reveal,152,0.6381578947368421,0.622818761193622,0.7838220990400472,0.16100333784642518,0.7945919896318219,0.048039500000000006,0.07236842105263158,1.422796563098305,0.47000000000000003,0.28289473684210525,"{""gemini-3.5-flash"": 5, ""gpt-5.5"": 6, ""qwen3-14b-awq-local"": 80, ""qwen3-32b-awq-local"": 26, ""qwen3-4b-local"": 16, ""qwen3-8b-local"": 19}"
relative_kmeans_k8_text_cnn_active_state_reveal,val,relative_kmeans,text_cnn,8,diagnostic_active_state_reveal,152,0.625,0.6003030674215869,0.7838220990400472,0.18351903161846028,0.7658664742379458,0.07734650000000001,0.2565789473684211,1.5535961499339657,0.56,0.28289473684210525,"{""gemini-3.5-flash"": 30, ""gpt-5.5"": 9, ""qwen3-14b-awq-local"": 81, ""qwen3-32b-awq-local"": 28, ""qwen3-4b-local"": 4}"
relative_kmeans_k2_text_cnn_active_state_reveal,val,relative_kmeans,text_cnn,2,diagnostic_active_state_reveal,152,0.5921052631578947,0.5820343019380666,0.7838220990400472,0.20178779710198058,0.7425591886869334,0.0315405,0.5592105263157895,2.6175173881806826,0.93,0.27631578947368424,"{""gemini-3.5-flash"": 85, ""qwen3-32b-awq-local"": 67}"
relative_kmeans_k2_diagnostic_true_state,val,relative_kmeans,oracle_state,2,diagnostic_true_state,152,0.5921052631578947,0.5811563796516755,0.7838220990400472,0.20266571938837163,0.7414391356959981,0.03429,0.5592105263157895,2.5880391236982847,,0.0,"{""gemini-3.5-flash"": 85, ""qwen3-32b-awq-local"": 67}"
relative_kmeans_k4_text_cnn_active_state_reveal,val,relative_kmeans,text_cnn,4,diagnostic_active_state_reveal,152,0.5986842105263158,0.5728909527359283,0.7838220990400472,0.2109311463041189,0.730894106503953,0.08078,0.07894736842105263,1.500722620048021,0.72,0.2631578947368421,"{""gpt-5.5"": 12, ""qwen3-14b-awq-local"": 95, ""qwen3-4b-local"": 45}"
relative_kmeans_k2_text_cnn_lowconf_fallback,val,relative_kmeans,text_cnn,2,low_confidence_fallback,152,0.5723684210526315,0.5660941264799513,0.7838220990400472,0.2177279725600959,0.7222227175952949,0.01965,0.4276315789473684,2.2464763490777266,0.93,0.27631578947368424,"{""gemini-3.5-flash"": 65, ""qwen3-32b-awq-local"": 87}"
relative_kmeans_k2_text_cnn_plain,val,relative_kmeans,text_cnn,2,plain_predicted_state,152,0.5657894736842105,0.5570164772194941,0.7838220990400472,0.22680562182055308,0.7106414553783013,0.0274755,0.5526315789473685,2.5820712180514085,0.93,0.0,"{""gemini-3.5-flash"": 84, ""qwen3-32b-awq-local"": 68}"
relative_kmeans_k8_text_cnn_lowconf_fallback,val,relative_kmeans,text_cnn,8,low_confidence_fallback,152,0.5394736842105263,0.5344775576365453,0.7838220990400472,0.24934454140350193,0.6818863085017939,0.015647,0.14473684210526316,1.1805914122807353,0.56,0.28289473684210525,"{""gemini-3.5-flash"": 21, ""gpt-5.5"": 1, ""qwen3-14b-awq-local"": 63, ""qwen3-32b-awq-local"": 66, ""qwen3-4b-local"": 1}"
relative_kmeans_k8_text_cnn_plain,val,relative_kmeans,text_cnn,8,plain_predicted_state,152,0.5460526315789473,0.5307569231788257,0.7838220990400472,0.25306517586122146,0.6771395241711706,0.047903499999999995,0.20394736842105263,1.3013565901078676,0.56,0.0,"{""gemini-3.5-flash"": 25, ""gpt-5.5"": 6, ""qwen3-14b-awq-local"": 90, ""qwen3-32b-awq-local"": 30, ""qwen3-4b-local"": 1}"
relative_kmeans_k4_text_cnn_plain,val,relative_kmeans,text_cnn,4,plain_predicted_state,152,0.5723684210526315,0.5292593874517376,0.7838220990400472,0.25456271158830956,0.6752289685375362,0.13501000000000002,0.10526315789473684,1.6857381541478007,0.72,0.0,"{""gpt-5.5"": 16, ""qwen3-14b-awq-local"": 97, ""qwen3-4b-local"": 39}"
relative_kmeans_k4_text_cnn_lowconf_fallback,val,relative_kmeans,text_cnn,4,low_confidence_fallback,152,0.5197368421052632,0.5118245255907076,0.7838220990400472,0.2719975734493396,0.6529855769791932,0.024780000000000003,0.02631578947368421,1.137880480603168,0.72,0.2631578947368421,"{""gpt-5.5"": 4, ""qwen3-14b-awq-local"": 79, ""qwen3-32b-awq-local"": 40, ""qwen3-4b-local"": 29}"
relative_kmeans_k16_text_cnn_lowconf_fallback,val,relative_kmeans,text_cnn,16,low_confidence_fallback,152,0.506578947368421,0.5022476086468736,0.7838220990400472,0.2815744903931736,0.6407673492007688,0.013565000000000002,0.019736842105263157,0.9403092672950343,0.47000000000000003,0.28289473684210525,"{""gemini-3.5-flash"": 1, ""gpt-5.5"": 2, ""qwen3-14b-awq-local"": 71, ""qwen3-32b-awq-local"": 61, ""qwen3-4b-local"": 5, ""qwen3-8b-local"": 12}"
relative_kmeans_k16_text_cnn_plain,val,relative_kmeans,text_cnn,16,plain_predicted_state,152,0.506578947368421,0.5012349406958682,0.7838220990400472,0.282587158344179,0.6394753877311374,0.0167365,0.03289473684210526,0.9664031925954317,0.47000000000000003,0.0,"{""gemini-3.5-flash"": 2, ""gpt-5.5"": 3, ""qwen3-14b-awq-local"": 94, ""qwen3-32b-awq-local"": 25, ""qwen3-4b-local"": 10, ""qwen3-8b-local"": 18}"
